career_id,career_name,description,required_skills,education_required,average_salary,job_growth_rate,domain,job_role,challenges
387,Database Administrator/Developer,Not Specified,"SQL Server Database, Oracle Database Appliance, Data Modeling, Database Design, Data Structures, Cubes/views development, Graphical and textual analysis tools, MS SQL, Oracle, Performance Tuning, Query Optimization, Backup and Restore, Recovery Models, Operational Automation, Index Management, SQL Profiler, Troubleshooting, SQL Code Development, PL/SQL",Not Specified,140100.00,0.05,Not Specified,,
388,Information Security Analyst Intern,Not Specified,"Information security, Penetration testing, Network vulnerability assessments, Social engineering, IT audits, Computer forensics, E-Discovery, Maintenance of information security lab, Security tools documentation, Process documentation, Windows command line, Unix/Linux command line, Basic networking concepts, Penetration testing methods, Vulnerability assessment techniques, Programming, Web development, Database application development, Cisco IOS software, Network infrastructure hardware and software, Security monitoring tools",Not Specified,140100.00,0.05,Not Specified,,
389,Project Manager I - Data Governance,Not Specified,"Project management, Quality assurance, PC proficiency","Education-related skills:, No specific skills mentioned.",140100.00,0.05,Not Specified,,
390,Network and Datacenter Manager,Not Specified,"Data Center design and installation, Data Storage architecture including FC Switching and Zoning, Broad understanding of IP protocols, Experience with firewall, routing, and switching technologies, Windows Active Directory, MS IIS, Cold Fusion, SQL, Mail and Web Security Gateway products, Remote access Design (RDP, VNC, VPN with RSA), Security monitoring and awareness techniques, HIPAA, ISO 27001 or other security and compliance regulations, Microsoft Server Operating Systems, Routing-Firewall and IP Network Technologies, Storage Area Networks (SAN), Unified Communications, MS SQL Server Database, VMWare for server virtualization",Not Specified,140100.00,0.05,Not Specified,,
391,"Sr Analyst, Reporting & Analytics",Not Specified,"Business Intelligence, Data Warehousing, Dashboard Design, Data Visualization, Tableau, Power BI, SAS Visual Analytics, ETL Development, SQL Scripting, Web Development",Not Specified,140100.00,0.05,Not Specified,,
392,Inventory Control Specialist,Not Specified,"Inventory Management, Demand Planning, SAP Analysis, Report Generation, Data Analysis, Knowledge of Contract Management systems, Database Software, Order Processing Systems, CMMS Software",Not Specified,140100.00,0.05,Not Specified,,
393,"Big Data Software Engineer, Senior Associate",Not Specified,"Big Data Architecture, Data Science, AI, Hadoop, Spark, Redshift, Netezza, SAP HANA, Microsoft Azure, AWS, Python, Scala, Java, MapReduce, Hive, Impala, Storm, Unix/Linux, NET, GIT, SVN",Not Specified,140100.00,0.05,Not Specified,,
394,Utility Worker,Not Specified,"General mechanics, Basic knowledge of plumbing fixtures, HVAC systems maintenance, Use of tools and equipment for maintenance and landscaping, Minor repair skills, Windows-based Microsoft Office applications","Educational Skills:, High school diploma or GED, Technical/trade training program completion",140100.00,0.05,Not Specified,,
395,Java Full stack Developer,Not Specified,"Angular, Spring, J2ee, HTML, RESTful Web services, SOAP Web services, CSS, Typescript, JavaScript, DB2, SQL, Software design patterns, UI technologies/Angular, Shell scripting, Financial Industry knowledge, Analytical thinking, Problem-solving",Not Specified,140100.00,0.05,Not Specified,,
396,"Sr. Analyst, Market Intelligence",Not Specified,"Market research, Competitive analysis, Data analysis, Industry trend analysis, Market intelligence, Data modeling","Skills related to Education:, Understanding of advertising, marketing, and/or ecommerce ecosystems",140100.00,0.05,Not Specified,,
397,Engineering Scientist - Sediment and Ocean Acoustics Researcher,Not Specified,"Acoustic propagation modeling, Acoustic scattering modeling, Design of underwater acoustics experiments, Modeling software (Matlab, COMSOL), UNIX operating system, Finite element modeling of underwater acoustic scattering and propagation","Skills Related to Education:, Bachelor's degree in engineering, math, or physics, Doctorate degree in engineering, math, or physics, Cumulative GPA of 3.0",140100.00,0.05,Not Specified,,
398,Drilling Instructor,Not Specified,"IADC/IWCF Well Control training, Offshore drilling, Drilling engineering, High-pressure and high-temperature drilling, Deepwater drilling, Simulator training","Related to Education:, Mathematical skills, Degree is a plus, especially in Drilling Engineering",140100.00,0.05,Not Specified,,
399,NextGen/Cloud Digital Performance Certification Delivery Leader,Not Specified,"Performance testing and certification, Workload analysis, Strategy definition, Monitoring, Execution and stakeholder reporting, Performance bottleneck triaging, NextGen technologies (Microservices, PCF Cloud, API-M), Code profiling, Systems monitoring, alerting, and analytics (AppDynamics, Logstash, Splunk), APM Tools (e.g. AppDynamics, CA Introscope), Performance Testing tools (e.g. Microfocus Performance Center), Enterprise-scale Application Performance testing and Optimization",Not Specified,140100.00,0.05,Not Specified,,
400,Apple Mobile Master,Not Specified,"Sales, Customer service, Selling skills, Consumer electronics products/services",Not Specified,140100.00,0.05,Not Specified,,
401,Administrative Business Partner,Not Specified,"Calendar management, Travel booking, Project management, Event planning","Skills Related to Education:, Bachelor's degree",140100.00,0.05,Not Specified,,
402,Database Administrator & Developer,Not Specified,"Microsoft SQL Server, T-SQL, SQL Server Reporting Services (SSRS), Database reporting tools (Tableau, Crystal Reports), Linux-based database platforms",Bachelor's degree in Computer Science Engineering or Life Sciences,140100.00,0.05,Not Specified,,
403,Kronos Application Administrator,Not Specified,"Kronos application administration, Configuring and maintaining Kronos, Advanced Scheduler, FMLA modules, Database management, Testing enhancements and upgrades, Training program design and delivery, MS Excel proficiency",Not Specified,140100.00,0.05,Not Specified,,
404,Business Systems Analyst,Not Specified,"Technical skills:, Salesforce platform, System and software quality assurance best practices, Boomi, Configuration changes in Salesforce, Developing requirements/design specifications, Reports and dashboard creation, Test criteria identification, Training end users, Evaluation of implementation options/vendors",Not Specified,140100.00,0.05,Not Specified,,
405,eCommerce Full Stack Engineer,Not Specified,"System design, Data architecture, Cloud platforms, APIs, Artificial intelligence, UI design, ETL, Data Ingestion, Data Storage, Data Processing, Visualization, Software engineering practices, Coding standards, Code reviews, Source control management, Build processes, Testing, Cloud based platforms, API clients","Related to Education:, Bachelor's Degree in Computer Science or related field",140100.00,0.05,Not Specified,,
406,Information Management Consultant,Not Specified,"IT Governance, IT Policies, IT Strategy Alignment, IT Investment Decisions, IT Organization Management, IT Infrastructure Planning, IT Applications Management, Data Governance, Change Management, Data Quality Assurance","Education-Related Skills:, B.S., M.S Computer Science or related field",140100.00,0.05,Not Specified,,
407,Customer Service Consultant,Not Specified,"Customer Service, Client Management, Repair Management, Collision Damage Estimating, Computer Programs",Not Specified,140100.00,0.05,Not Specified,,
408,Data Curation Architect,Not Specified,"Data integration, SQL, Programming (Python, Ruby), Big data technologies (Pig, Hive, Impala, HDFS, HBase), Data analysis",Education: Bachelor's degree or equivalent experience,140100.00,0.05,Not Specified,,
409,Human Resources Consultant (Employee Relations),Not Specified,"Employee Relations, Knowledge of federal, state, and local laws related to personnel activities, Oral and written communication, Planning and organizing, Data analysis and problem solving, Computer skills, Training and mentoring",Not Specified,140100.00,0.05,Not Specified,,
410,Supply Chain Data Analyst 1,Not Specified,"SQL, Python, R, KPIs, Dashboards, Spend Cubes, Inventory Models, Capacity Models, Crystal Reports, Power BI, Tableau, Excel",Not Specified,140100.00,0.05,Not Specified,,
411,BILLING DATABASE SPECIALIST,Not Specified,"ICD-9, CPT-4, and HCPC coding, Knowledge of billing Medicare, managed care, and Medicaid payer requirements, Systems experience in a hospital business office",Associate's degree preferred,140100.00,0.05,Not Specified,,
412,BI Engineer,Not Specified,"BI solutions development, Data warehousing, Data modeling, Star schema design, Report authoring, SQL, ETL implementation, Business requirement translation",Not Specified,140100.00,0.05,Not Specified,,
413,"Data Scientist, Analytics",Not Specified,"Quantitative analysis, Data mining, Presentation of data, Forecasting, Experiment design and evaluation, Dashboard and report building, Data set building, ETL framework, SQL, Python, Hypothesis testing, Regression analysis, Statistical software (e.g., R, SAS), Distributed computing (Hive/Hadoop)","Education-related skills:, BA/BS in Computer Science, Math, Physics, Engineering, Statistics, or other technical field, Knowledge of statistics",140100.00,0.05,Not Specified,,
414,Software Engineer - Data Flow,Not Specified,"Software Engineering, PHP, Hack, Python, Scala, Java, Backend Development, Frontend Development, System Design, Code Review, Efficiency Optimization, Scalability, Stability, Workflow Language, Data Processing, Machine Learning",Not Specified,140100.00,0.05,Not Specified,,
415,Investment Business Analyst,Not Specified,"Project Management, Business Analysis, Systems Analysis, Financial Reporting, Automation, Data Analysis, SQL, Microsoft Excel, Microsoft Access, Microsoft Project, SharePoint, Agile Methodologies",Not Specified,140100.00,0.05,Not Specified,,
